crop,season,soil_type,soil_pH,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_percent,annual_rainfall_mm,temperature_avg_C,temperature_min_C,temperature_max_C,humidity_percent,sunshine_hours_per_day,irrigation_type,irrigation_frequency_days,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied,pesticide_usage_kg_ha,area_under_cultivation_ha,farm_mechanization,crop_variety,plant_age_years,previous_year_yield,elevation_m,slope_percent,district_zone,yield_kg_ha
rice,Kharif,Clay Loam,4.8,318.97,36.95,142.14,1.95,3045.1,23.28,18.98,28.0,76.25,5.59,Canal,3,196.23,33.57,73.46,1.72,2.69,0,1,0.0,3871.7,918.5,7.85,Malnad,3595.37
rice,Kharif,Clay Loam,5.35,175.73,26.26,236.78,3.01,3217.9,25.71,21.35,34.59,91.59,6.52,Canal,4,142.69,59.66,48.63,2.68,7.24,0,1,0.0,3027.7,554.6,33.33,Malnad,3722.6
rice,Kharif,Laterite,6.02,125.63,35.69,191.96,1.8,4119.5,30.28,23.77,35.22,77.47,7.18,Canal,5,162.06,71.7,70.15,3.73,2.35,0,0,0.0,3923.6,929.6,29.98,Malnad,3703.76
rice,Kharif,Clay Loam,6.39,224.06,29.03,115.87,2.92,3881.3,25.84,18.1,34.85,65.31,6.31,Sprinkler,5,121.27,34.1,117.54,3.77,5.69,1,0,0.0,4143.2,479.6,25.15,Malnad,3702.22
rice,Kharif,Red Loam,4.76,316.32,17.86,148.15,1.58,4045.7,28.73,23.36,32.8,81.87,5.79,Drip,3,186.85,20.73,114.14,0.71,5.71,0,0,0.0,3424.3,335.3,21.75,Midland,3810.11
rice,Kharif,Clay Loam,4.64,295.94,24.29,175.21,2.65,3398.9,22.57,18.37,35.56,82.33,6.19,Drip,2,87.86,45.1,122.6,0.91,3.14,0,1,0.0,3675.4,931.4,2.36,Malnad,3632.34
rice,Kharif,Clay Loam,5.35,186.63,29.88,138.14,1.35,3579.6,24.69,18.77,33.25,91.15,5.91,Canal,3,70.58,77.09,72.7,0.87,6.19,1,1,0.0,4282.4,254.0,0.53,Midland,3638.44
rice,Kharif,Laterite,5.91,252.5,25.65,139.64,2.41,4039.3,31.47,19.0,34.7,90.51,6.45,Canal,6,88.37,55.26,117.13,3.22,4.38,0,1,0.0,4272.3,240.4,15.76,Midland,3912.55
rice,Kharif,Laterite,6.45,125.47,10.42,175.39,1.05,3898.1,31.15,21.97,34.63,76.73,6.39,Canal,3,142.52,56.8,110.15,1.47,7.28,0,0,0.0,2988.7,833.6,25.86,Malnad,3537.23
rice,Kharif,Laterite,5.04,161.89,13.13,180.97,2.78,3728.1,28.73,18.55,35.79,87.64,6.72,Drip,3,190.58,52.66,62.03,2.97,7.56,1,1,0.0,4222.2,65.0,12.99,Coastal,3891.76
rice,Kharif,Laterite,6.29,266.62,49.37,179.96,2.5,3298.1,29.05,21.02,33.8,82.53,7.25,Drip,1,175.46,37.54,88.83,0.59,3.36,1,0,0.0,3113.3,466.5,32.45,Malnad,3818.11
rice,Kharif,Clay Loam,5.81,165.06,17.97,115.3,0.99,3222.8,28.64,23.86,35.19,83.5,3.94,Drip,1,103.37,35.0,96.65,2.64,3.89,0,1,0.0,4212.8,749.8,10.77,Malnad,3385.84
rice,Kharif,Laterite,6.38,319.08,15.13,166.4,2.29,3603.8,23.94,19.66,33.42,87.62,6.94,Sprinkler,4,121.49,56.63,57.64,3.19,2.2,1,0,0.0,2972.7,111.7,5.78,Midland,3692.16
rice,Kharif,Clay Loam,5.53,140.34,14.18,84.21,1.25,4069.0,24.42,18.86,28.84,71.0,5.58,Canal,5,94.35,23.46,83.01,1.44,2.59,1,1,0.0,3553.4,529.0,14.55,Malnad,3727.74
rice,Kharif,Clay Loam,5.5,202.99,53.53,218.91,2.24,3138.5,28.06,18.71,32.72,68.86,6.27,Drip,1,114.86,73.74,62.47,2.53,4.48,0,1,0.0,3732.5,65.6,16.6,Coastal,3651.37
rice,Kharif,Red Loam,5.01,102.49,46.17,197.84,3.06,3985.7,30.43,22.09,34.29,86.37,5.31,Canal,3,179.7,72.95,91.29,0.8,4.18,1,1,0.0,4163.2,193.3,2.34,Midland,4010.79
rice,Kharif,Sandy Loam,5.8,118.53,28.77,256.84,1.97,4196.6,27.59,19.8,31.78,74.46,4.99,Rainfed,0,69.62,42.17,91.07,3.39,6.74,1,0,0.0,3628.2,206.8,23.16,Midland,3562.58
rice,Kharif,Laterite,6.05,237.1,13.32,248.63,2.38,3938.4,29.52,24.04,34.32,68.79,6.18,Canal,5,163.92,30.19,61.45,4.06,7.62,1,1,0.0,4179.2,567.3,22.89,Malnad,3951.41
rice,Kharif,Laterite,5.93,167.74,20.11,149.04,1.45,3257.9,26.25,21.86,32.67,70.07,3.81,Sprinkler,4,113.59,69.31,112.55,3.68,3.08,1,0,0.0,3411.3,892.1,22.27,Malnad,3500.08
rice,Kharif,Laterite,5.89,154.68,39.77,138.22,2.59,3977.9,29.78,23.92,33.38,67.39,6.3,Drip,1,120.53,21.87,68.55,0.63,8.85,0,1,0.0,3409.3,37.0,23.34,Coastal,3703.93
rice,Kharif,Sandy Loam,6.19,162.25,38.84,94.8,1.06,4198.7,25.27,20.44,34.5,88.17,7.49,Canal,4,65.65,44.67,54.31,0.59,3.92,1,1,0.0,3285.5,297.1,22.9,Midland,3729.34
rice,Kharif,Laterite,5.75,290.58,11.95,264.17,2.47,3676.1,28.25,23.4,34.04,80.69,7.46,Canal,6,121.92,62.44,82.82,1.42,6.17,1,1,0.0,3257.8,324.8,18.47,Midland,4017.3
rice,Kharif,Clay Loam,4.61,213.69,43.74,229.06,1.81,4130.0,23.67,18.84,33.53,83.82,6.09,Sprinkler,2,81.87,58.16,105.92,1.22,7.2,1,1,0.0,2996.0,795.5,5.94,Malnad,3906.43
rice,Kharif,Clay Loam,5.9,309.54,50.14,291.4,2.25,3586.2,26.02,18.62,33.02,72.48,7.19,Canal,5,143.0,41.3,45.72,0.63,4.52,0,1,0.0,3866.3,836.9,30.9,Malnad,3933.53
rice,Kharif,Clay Loam,5.97,171.63,50.13,299.39,0.88,4076.8,28.23,24.06,33.45,87.88,3.75,Drip,1,69.38,78.52,129.87,3.91,9.41,0,1,0.0,3281.9,67.5,7.38,Coastal,3833.77
rice,Kharif,Red Loam,4.7,141.87,17.36,294.08,2.85,4161.3,26.4,19.22,34.67,73.81,4.7,Drip,1,78.16,35.39,79.09,3.2,1.09,0,1,0.0,4145.9,139.6,11.99,Midland,3619.75
rice,Kharif,Red Loam,4.77,245.17,35.28,111.7,2.48,3328.4,26.88,18.4,32.69,73.27,6.79,Canal,3,118.61,47.51,119.75,2.8,6.84,1,1,0.0,4112.5,298.2,18.83,Midland,3683.13
rice,Kharif,Sandy Loam,5.24,148.79,34.47,243.16,2.13,3579.8,30.38,21.03,35.63,75.98,4.81,Canal,5,166.74,27.56,61.61,4.31,2.17,1,1,0.0,3282.6,465.1,22.57,Malnad,3651.31
rice,Kharif,Red Loam,5.64,146.32,23.93,128.12,1.29,3990.9,24.86,20.65,35.76,80.42,4.07,Rainfed,0,112.44,67.86,80.41,0.85,5.79,1,1,0.0,3269.9,166.4,23.55,Midland,3748.73
rice,Kharif,Laterite,5.0,165.81,10.03,271.55,2.94,3752.8,29.5,19.14,34.11,74.48,3.88,Canal,5,188.9,22.4,72.06,1.33,2.76,1,1,0.0,3180.1,443.0,26.62,Malnad,3716.39
rice,Kharif,Red Loam,6.04,199.47,51.38,117.56,0.88,3245.3,25.4,19.74,33.08,89.59,5.54,Canal,5,67.03,22.09,100.63,2.25,8.47,0,0,0.0,3037.5,426.6,8.31,Malnad,3363.31
rice,Kharif,Clay Loam,5.72,170.26,18.67,163.55,2.96,3470.5,29.51,18.94,35.21,71.4,6.21,Rainfed,0,139.21,75.75,82.61,0.76,0.68,1,1,0.0,3439.3,736.5,8.2,Malnad,3728.19
rice,Kharif,Laterite,5.86,179.39,52.41,288.38,3.19,3886.9,24.77,18.78,35.71,65.28,6.36,Canal,6,147.18,79.41,74.31,1.86,1.25,1,0,0.0,4242.3,326.2,29.21,Midland,3933.86
rice,Kharif,Laterite,6.36,115.45,14.62,115.81,2.41,3180.6,31.68,22.32,35.34,71.66,5.38,Drip,2,165.16,65.23,103.57,4.12,8.27,1,0,0.0,3872.4,6.5,7.44,Coastal,3312.51
rice,Kharif,Clay Loam,6.32,178.47,44.55,139.76,1.31,3221.6,25.42,19.47,34.72,68.24,6.44,Canal,5,100.31,49.57,72.99,2.88,4.62,0,0,0.0,3437.8,519.4,31.58,Malnad,3303.36
rice,Kharif,Clay Loam,6.36,305.25,38.33,224.55,3.23,3479.4,25.27,18.04,34.66,86.63,3.92,Canal,5,124.96,27.12,147.86,1.36,1.14,1,1,0.0,3693.9,30.8,23.06,Coastal,3820.71
rice,Kharif,Clay Loam,6.47,164.92,58.49,174.87,1.74,3060.4,22.53,18.69,31.66,71.12,5.96,Canal,4,140.87,41.55,130.59,3.78,5.03,0,1,0.0,3254.3,765.4,11.49,Malnad,3545.71
rice,Kharif,Laterite,5.46,310.23,21.06,163.82,2.98,3988.3,25.85,19.77,31.02,90.18,3.97,Sprinkler,5,155.74,51.89,43.59,2.4,4.37,0,1,0.0,3942.1,922.6,19.68,Malnad,3952.18
rice,Kharif,Laterite,6.38,265.44,13.84,158.03,2.29,3483.8,30.34,24.79,34.97,75.08,4.52,Canal,3,109.69,44.79,114.34,3.13,1.17,0,0,0.0,3027.0,149.0,28.96,Midland,3463.8
rice,Kharif,Red Loam,6.26,239.26,21.57,190.53,2.78,4149.7,24.2,19.95,35.47,89.74,6.04,Drip,2,116.45,65.14,98.44,3.21,4.57,1,1,0.0,3704.8,139.1,29.15,Midland,3926.31
rice,Kharif,Laterite,5.0,311.05,34.2,193.1,1.63,3687.7,25.25,18.13,30.36,65.17,7.41,Canal,7,115.32,63.7,78.04,3.18,8.15,1,1,0.0,4316.9,744.1,9.31,Malnad,3927.1
rice,Kharif,Laterite,5.82,272.01,16.02,286.48,1.29,3747.3,24.23,18.68,32.37,76.26,4.14,Canal,3,118.54,65.44,138.78,0.84,4.23,0,0,0.0,3191.7,628.6,21.09,Malnad,3726.33
rice,Kharif,Clay Loam,5.34,112.66,11.97,206.27,1.86,3034.4,27.83,18.07,34.9,73.27,3.66,Canal,5,115.68,78.43,99.86,1.6,7.24,0,1,0.0,3038.8,356.0,19.25,Midland,3473.81
rice,Kharif,Red Loam,6.11,156.08,21.3,259.81,3.31,3114.4,26.5,19.52,35.16,67.26,4.34,Canal,6,67.18,49.55,88.63,1.84,4.25,1,0,0.0,4003.8,543.4,28.19,Malnad,3437.27
rice,Kharif,Laterite,5.32,269.92,12.83,87.63,1.86,3836.6,23.93,19.24,30.08,88.92,7.08,Drip,1,92.2,44.68,66.46,3.19,8.35,1,1,0.0,3973.6,377.1,5.47,Midland,3696.6
rice,Kharif,Laterite,5.04,120.31,59.63,114.36,3.47,4172.7,29.94,23.23,34.71,88.38,4.66,Canal,5,146.71,44.67,87.02,1.82,5.86,1,0,0.0,4089.7,887.7,24.12,Malnad,3919.3
rice,Kharif,Laterite,4.58,322.48,59.6,144.69,1.37,3918.4,24.53,20.19,28.82,68.4,7.42,Canal,5,178.56,39.46,114.41,2.88,6.23,1,1,0.0,4015.3,407.6,9.66,Malnad,4020.39
rice,Kharif,Laterite,4.97,256.33,47.35,128.12,0.96,3157.2,28.06,23.15,31.28,84.82,4.87,Canal,5,190.04,39.92,91.19,0.55,1.28,0,0,0.0,3715.5,599.8,14.92,Malnad,3589.21
rice,Kharif,Red Loam,4.6,322.6,38.84,204.06,2.15,3083.3,22.9,18.6,30.73,89.77,5.13,Canal,3,160.06,37.6,97.8,3.29,9.05,1,1,0.0,3372.3,645.7,33.11,Malnad,3689.88
rice,Kharif,Laterite,4.94,265.46,41.69,210.56,0.84,3874.5,25.24,20.15,32.56,74.25,4.04,Drip,1,176.41,75.1,111.48,0.91,4.32,1,1,0.0,3938.5,112.3,0.0,Midland,3897.19
rice,Kharif,Laterite,6.2,339.41,38.29,193.18,1.03,3658.6,25.8,20.31,31.6,71.49,3.88,Sprinkler,3,73.53,30.61,148.61,2.28,5.55,1,1,0.0,3414.6,553.6,28.44,Malnad,3729.04
rice,Kharif,Laterite,5.85,270.55,25.76,109.31,2.51,3154.0,27.78,22.01,34.44,85.34,6.99,Drip,1,162.23,57.15,60.53,0.6,3.2,1,1,0.0,3140.7,807.5,6.87,Malnad,3828.19
rice,Kharif,Red Loam,4.61,126.37,39.28,199.76,1.43,3765.3,30.2,18.34,34.6,83.61,4.51,Rainfed,0,103.09,56.82,138.77,3.74,6.04,1,1,0.0,3228.3,608.9,16.32,Malnad,3647.14
rice,Kharif,Clay Loam,5.22,327.83,11.05,149.47,0.95,3919.8,29.02,20.33,34.71,75.69,6.53,Sprinkler,3,117.72,76.08,67.6,0.98,6.05,1,1,0.0,3658.1,58.9,11.88,Coastal,3899.65
rice,Kharif,Sandy Loam,5.21,200.18,15.76,274.32,1.92,3464.7,28.6,20.92,34.45,66.66,6.75,Sprinkler,5,150.83,77.27,56.66,2.41,6.22,1,1,0.0,3502.8,321.2,4.44,Midland,3758.56
rice,Kharif,Laterite,4.92,114.64,37.62,210.95,3.15,3692.4,25.45,20.77,32.53,67.14,5.76,Canal,7,115.48,37.78,55.78,1.11,4.61,1,0,0.0,3767.8,892.6,26.43,Malnad,3719.87
rice,Kharif,Clay Loam,5.05,335.22,16.22,272.53,3.42,3212.6,29.22,18.29,33.75,78.94,5.82,Canal,7,154.12,48.88,129.06,4.3,0.71,1,0,0.0,3149.8,773.7,9.81,Malnad,3808.88
rice,Kharif,Red Loam,5.26,113.64,39.97,278.53,1.83,3259.6,26.43,18.21,34.82,87.31,5.85,Canal,4,171.97,53.28,130.85,3.03,7.95,1,1,0.0,3792.9,910.0,18.94,Malnad,3837.7
rice,Kharif,Red Loam,4.62,251.09,48.18,195.15,1.41,3799.8,22.8,18.44,29.31,69.98,4.31,Drip,1,67.16,43.87,96.29,2.43,4.14,1,0,0.0,3066.8,480.4,2.17,Malnad,3500.71
rice,Kharif,Red Loam,6.26,239.47,57.99,90.71,1.06,3052.9,23.85,19.0,33.16,66.23,7.28,Sprinkler,4,101.53,24.63,58.69,1.01,1.67,1,0,0.0,3900.7,340.2,34.63,Midland,3404.08
rice,Kharif,Laterite,5.84,260.45,30.54,187.72,1.92,3028.8,25.35,18.59,29.11,90.83,5.9,Rainfed,0,162.01,38.92,83.25,1.45,1.42,0,1,0.0,3616.1,643.7,19.14,Malnad,3531.96
rice,Kharif,Clay Loam,5.06,187.48,49.12,298.35,1.45,4049.2,30.31,19.87,34.38,76.06,7.41,Rainfed,0,85.32,67.95,76.76,3.42,4.49,1,1,0.0,3051.1,764.0,30.32,Malnad,3834.94
rice,Kharif,Red Loam,5.31,229.9,59.83,109.75,2.62,3475.2,23.33,18.21,35.59,88.75,7.13,Sprinkler,5,89.16,41.33,113.61,2.44,4.47,0,1,0.0,3611.6,546.8,5.65,Malnad,3752.17
rice,Kharif,Red Loam,4.92,285.57,11.26,158.06,2.91,3676.7,24.61,19.81,32.54,86.5,6.44,Sprinkler,4,128.34,27.99,68.75,2.18,6.19,1,0,0.0,3358.5,6.1,17.37,Coastal,3711.65
rice,Kharif,Laterite,4.68,256.42,37.53,169.62,2.21,4075.9,23.96,18.04,34.89,80.58,7.06,Sprinkler,3,173.42,45.78,122.48,4.15,5.94,0,0,0.0,3386.7,188.7,8.64,Midland,3848.77
rice,Kharif,Red Loam,5.35,253.86,14.08,99.31,1.26,3621.7,24.14,18.61,31.2,86.92,3.56,Sprinkler,4,153.64,67.92,142.6,0.58,1.96,1,1,0.0,3893.5,536.4,23.21,Malnad,3785.7
rice,Kharif,Clay Loam,4.96,324.35,22.81,128.54,1.17,4030.9,27.0,21.37,31.43,85.47,6.54,Rainfed,0,103.76,44.64,63.07,4.41,6.63,1,0,0.0,3910.7,742.8,26.81,Malnad,3750.85
rice,Kharif,Sandy Loam,4.76,267.93,46.47,206.51,1.36,3605.3,25.12,19.33,33.2,85.12,4.43,Drip,1,97.68,31.92,126.17,4.14,4.02,1,1,0.0,4270.6,803.8,6.4,Malnad,3667.09
rice,Kharif,Laterite,4.72,162.13,25.85,257.94,3.16,3363.0,30.59,25.36,35.43,68.96,6.26,Sprinkler,5,155.56,39.9,95.06,3.08,5.35,0,0,0.0,3156.7,762.3,30.15,Malnad,3517.38
rice,Kharif,Sandy Loam,5.82,287.96,50.6,288.06,1.64,4030.2,23.32,18.93,33.94,83.3,4.51,Drip,3,83.64,23.22,118.92,2.4,8.57,0,0,0.0,3227.3,794.6,19.21,Malnad,3792.34
rice,Kharif,Red Loam,6.16,307.39,45.47,103.19,3.06,3805.2,28.97,20.53,35.51,84.59,3.95,Sprinkler,3,184.09,22.83,145.76,3.22,6.5,0,0,0.0,4024.7,895.0,10.44,Malnad,3902.25
rice,Kharif,Laterite,4.52,236.06,58.79,161.21,1.76,3412.9,27.21,20.29,35.3,78.65,5.53,Rainfed,0,79.37,78.96,67.5,0.79,6.8,1,1,0.0,3236.2,401.1,27.48,Malnad,3686.22
rice,Kharif,Red Loam,5.01,288.03,35.64,150.59,2.41,4194.9,26.35,22.01,31.65,66.48,4.32,Sprinkler,3,90.75,20.01,140.65,3.88,7.55,0,0,0.0,4233.2,64.2,25.34,Coastal,3777.79
rice,Kharif,Red Loam,5.52,187.21,28.74,216.69,2.74,3132.7,22.36,18.99,29.86,66.45,4.26,Rainfed,0,65.45,43.51,128.26,1.86,4.72,1,1,0.0,2983.5,818.4,30.31,Malnad,3485.75
rice,Kharif,Sandy Loam,6.47,288.64,22.43,198.45,3.48,4029.0,22.97,18.71,30.76,65.19,5.11,Sprinkler,2,174.64,40.24,131.03,0.5,3.42,0,0,0.0,3725.5,64.8,6.55,Coastal,3883.89
rice,Kharif,Laterite,5.25,318.98,55.26,188.45,1.69,3128.2,31.53,18.57,34.97,73.05,4.78,Drip,1,169.64,27.35,109.84,1.0,1.17,1,0,0.0,3075.9,780.2,19.06,Malnad,3644.9
rice,Kharif,Clay Loam,5.52,292.36,56.74,280.02,3.01,4065.8,23.99,18.57,30.31,75.18,5.07,Rainfed,0,136.24,29.59,116.04,1.17,3.45,1,1,0.0,3181.9,702.5,22.59,Malnad,4086.29
rice,Kharif,Red Loam,5.25,203.38,11.99,140.28,3.38,4144.4,25.52,18.15,29.86,75.59,7.29,Rainfed,0,79.77,65.81,51.96,4.43,4.13,1,0,0.0,3168.6,596.3,6.72,Malnad,3682.1
rice,Kharif,Clay Loam,5.17,178.43,41.78,158.31,1.2,3715.8,30.14,21.11,33.52,70.31,4.45,Rainfed,0,101.99,58.57,106.1,3.28,3.94,1,0,0.0,3215.0,445.6,28.03,Malnad,3588.29
rice,Kharif,Laterite,5.19,270.97,11.27,231.81,1.65,3066.9,28.1,19.47,32.99,67.18,4.09,Canal,4,72.57,74.65,40.67,2.44,1.67,0,1,0.0,3249.9,153.6,33.8,Midland,3489.83
rice,Kharif,Clay Loam,5.57,148.86,18.31,281.63,1.69,3446.5,29.6,20.57,35.84,84.92,5.89,Sprinkler,5,66.94,35.42,91.15,1.41,7.57,1,1,0.0,3575.0,325.0,33.65,Midland,3724.57
rice,Kharif,Red Loam,6.32,242.24,48.11,258.6,1.72,3520.4,30.48,21.08,35.48,90.41,5.99,Drip,2,172.71,70.7,83.46,0.71,4.32,1,1,0.0,3833.3,711.5,12.49,Malnad,3945.66
rice,Kharif,Red Loam,5.08,287.15,34.13,127.53,3.41,3858.2,31.57,22.09,35.25,89.24,5.6,Drip,2,95.3,46.8,53.58,1.32,0.51,0,1,0.0,4111.2,230.2,23.22,Midland,3743.17
rice,Kharif,Red Loam,5.96,250.06,46.56,249.34,3.43,3688.3,25.42,20.22,28.94,89.23,3.98,Drip,1,174.2,55.84,83.3,2.39,8.62,0,1,0.0,4122.7,83.7,27.19,Coastal,3916.46
rice,Kharif,Laterite,5.57,258.83,19.82,126.58,0.91,3386.5,27.6,22.8,34.2,76.76,7.31,Canal,6,190.22,51.66,68.48,0.71,7.4,0,0,0.0,3786.8,505.8,19.75,Malnad,3620.1
rice,Kharif,Laterite,5.73,342.45,46.38,282.97,2.86,3710.1,23.92,19.28,32.99,81.27,5.46,Drip,2,106.82,51.16,61.73,3.72,2.26,0,1,0.0,3346.4,625.4,15.32,Malnad,3802.97
rice,Kharif,Clay Loam,5.5,181.97,46.86,88.08,2.08,3403.6,31.21,18.11,35.2,85.0,5.44,Canal,3,196.14,51.08,107.56,1.45,5.09,1,0,0.0,3296.2,100.9,29.31,Midland,3733.62
rice,Kharif,Laterite,6.04,115.49,38.84,106.23,0.9,3063.3,30.34,18.98,33.46,76.82,6.88,Sprinkler,2,119.04,22.4,89.4,2.81,5.92,0,0,0.0,3105.3,101.3,12.84,Midland,3302.32
rice,Kharif,Laterite,5.41,220.5,47.89,142.02,1.66,4109.6,22.56,18.49,35.3,81.48,5.69,Canal,4,108.06,71.12,101.51,2.56,1.45,0,1,0.0,3078.4,358.1,21.11,Midland,3913.51
rice,Kharif,Red Loam,5.65,131.53,39.09,248.6,1.9,4055.8,28.49,23.83,34.3,68.54,4.74,Canal,4,187.24,65.62,114.4,1.7,2.25,1,1,0.0,3024.9,214.5,21.58,Midland,4000.78
rice,Kharif,Laterite,4.92,132.59,20.18,249.19,1.95,3678.5,22.21,18.03,31.57,87.05,7.04,Canal,3,135.37,74.79,82.68,3.82,1.77,1,1,0.0,3464.2,894.3,23.68,Malnad,3668.94
rice,Kharif,Clay Loam,5.16,275.2,48.27,284.47,1.35,3957.6,29.39,18.47,33.79,72.63,4.72,Drip,3,149.99,63.06,147.43,2.01,8.12,1,1,0.0,3267.5,171.6,33.17,Midland,4124.41
rice,Kharif,Laterite,5.39,285.59,21.42,92.86,1.61,3569.2,23.68,18.6,31.2,66.55,5.83,Canal,6,81.24,55.87,113.12,2.18,7.16,1,1,0.0,3869.4,7.0,24.21,Coastal,3663.23
rice,Kharif,Laterite,6.46,205.18,35.1,280.18,2.74,3698.5,29.98,24.9,34.36,77.83,5.04,Drip,3,157.6,24.99,134.93,2.42,1.15,1,1,0.0,4094.0,833.9,7.14,Malnad,3842.51
rice,Kharif,Sandy Loam,5.08,217.35,52.89,147.08,1.32,3154.9,24.98,20.32,31.77,71.14,4.16,Sprinkler,3,191.59,40.58,148.69,2.44,2.2,1,1,0.0,3038.2,674.2,34.43,Malnad,3731.47
rice,Kharif,Laterite,5.06,146.08,11.97,84.81,2.89,3161.3,26.68,20.83,32.39,65.73,6.63,Canal,3,166.66,73.6,87.61,2.64,5.03,0,1,0.0,3806.5,849.2,11.75,Malnad,3406.26
rice,Kharif,Laterite,4.79,244.96,24.13,141.38,1.89,4198.6,22.55,18.58,28.66,69.17,5.26,Canal,5,96.23,38.99,49.57,1.71,9.68,1,0,0.0,2978.4,542.3,31.84,Malnad,3685.66
rice,Kharif,Clay Loam,4.68,140.36,58.04,198.26,0.84,3309.2,26.5,21.12,34.27,91.88,4.65,Canal,5,134.67,44.34,58.61,4.41,8.61,1,1,0.0,3915.2,215.9,19.03,Midland,3640.67
rice,Kharif,Red Loam,6.04,142.62,29.23,156.33,1.97,3938.1,26.84,21.84,33.39,74.24,6.74,Drip,1,91.41,50.27,68.69,0.54,6.66,1,1,0.0,4144.3,918.6,19.99,Malnad,3703.49
rice,Kharif,Laterite,6.24,245.78,45.9,161.85,1.05,3549.5,25.94,21.42,30.67,91.1,7.33,Sprinkler,2,108.73,73.73,146.33,2.27,3.55,1,1,0.0,3040.3,259.8,25.78,Midland,3835.84
rice,Kharif,Laterite,5.48,180.18,19.61,148.08,3.43,3493.3,26.45,20.56,35.89,71.52,6.23,Drip,2,145.03,25.31,114.46,0.76,6.16,1,0,0.0,4117.6,799.5,1.06,Malnad,3618.8
rice,Kharif,Red Loam,4.77,338.33,13.63,123.8,1.74,3744.3,27.45,18.68,32.06,71.45,4.35,Drip,1,158.56,33.05,80.33,2.06,9.78,1,1,0.0,3401.0,229.6,2.38,Midland,3777.94
rice,Kharif,Clay Loam,6.19,189.92,44.36,148.82,0.96,3841.9,22.1,18.41,30.64,83.72,6.56,Canal,4,173.63,37.64,89.1,3.41,7.08,1,0,0.0,4214.5,629.2,21.34,Malnad,3629.2
rice,Kharif,Laterite,5.64,168.67,33.72,153.43,2.36,4066.8,27.69,21.6,33.45,66.38,4.43,Canal,5,103.43,30.91,95.45,1.79,2.95,1,0,0.0,3932.4,881.4,30.37,Malnad,3724.47
rice,Kharif,Clay Loam,4.73,260.98,51.72,207.02,2.55,3550.0,27.29,18.18,33.94,67.2,5.24,Canal,4,136.36,28.0,116.08,3.68,2.05,0,0,0.0,3605.5,833.3,18.49,Malnad,3658.24
rice,Kharif,Laterite,6.24,307.05,41.3,96.56,1.1,3059.2,24.57,18.35,30.08,75.4,7.27,Canal,5,176.9,62.62,52.38,3.44,3.11,1,0,0.0,3349.6,947.8,9.22,Malnad,3617.04
rice,Kharif,Clay Loam,6.45,116.32,51.09,222.19,2.55,3154.0,28.5,24.39,35.6,76.86,3.66,Canal,4,175.69,62.09,90.53,0.72,4.56,1,1,0.0,3684.4,609.0,10.91,Malnad,3734.03
rice,Kharif,Laterite,5.22,219.47,27.76,230.15,2.59,3858.4,24.68,18.85,29.0,82.7,3.66,Canal,5,181.76,73.45,89.39,2.34,1.23,1,1,0.0,4110.8,232.4,14.75,Midland,3985.93
rice,Kharif,Red Loam,4.7,327.78,51.03,247.21,0.93,4012.5,26.38,19.5,33.0,67.47,6.53,Drip,2,86.12,31.29,60.27,0.73,6.08,1,0,0.0,4084.5,46.6,20.05,Coastal,3789.14
rice,Kharif,Laterite,5.69,168.55,11.33,241.75,2.49,3696.9,29.42,23.01,33.15,74.52,4.0,Drip,1,154.67,71.52,145.9,3.01,2.25,0,1,0.0,4032.8,549.8,21.64,Malnad,3823.38
rice,Kharif,Laterite,6.2,171.53,42.02,149.12,3.39,3040.1,27.8,18.97,34.5,69.75,4.44,Canal,5,188.08,32.7,55.87,3.54,5.26,1,0,0.0,3183.2,613.6,8.15,Malnad,3538.02
rice,Kharif,Red Loam,6.01,177.37,32.4,169.2,3.46,3350.7,24.95,19.05,32.52,71.81,7.16,Sprinkler,2,185.41,26.21,112.22,4.13,2.1,1,1,0.0,3380.2,898.4,23.69,Malnad,3708.55
rice,Kharif,Laterite,4.71,205.74,49.78,111.1,1.15,3772.1,23.97,18.19,29.33,89.94,6.79,Rainfed,0,109.57,59.35,99.1,3.21,6.99,1,0,0.0,4181.7,37.1,15.94,Coastal,3580.95
rice,Kharif,Red Loam,6.48,140.9,44.59,228.34,3.45,4182.7,28.87,19.67,35.17,67.89,6.62,Canal,7,113.6,57.84,87.32,2.25,3.45,1,1,0.0,4159.7,893.7,6.12,Malnad,3919.86
rice,Kharif,Laterite,6.32,258.29,46.05,136.57,2.74,3033.7,25.75,20.35,29.81,87.22,4.44,Drip,2,116.73,55.76,51.82,0.57,9.14,0,1,0.0,3330.6,949.4,7.4,Malnad,3587.15
rice,Kharif,Red Loam,6.33,225.72,49.76,109.86,3.44,4157.2,23.64,18.49,28.8,72.34,6.76,Canal,4,72.38,40.53,147.95,3.02,4.45,0,1,0.0,3065.3,779.8,9.85,Malnad,3862.97
rice,Kharif,Red Loam,5.39,277.15,46.59,118.27,1.78,3764.8,22.71,18.36,32.28,91.9,5.4,Canal,6,120.49,67.78,105.5,4.05,4.4,1,1,0.0,3097.2,396.5,5.05,Midland,3922.53
rice,Kharif,Laterite,4.97,152.88,46.8,150.4,2.17,3195.0,31.6,26.17,35.81,75.98,6.55,Canal,3,61.21,21.2,104.53,2.32,5.42,0,1,0.0,3965.8,682.2,15.49,Malnad,3442.2
